file_offset	len	kind	original_en	translation_zh	notes
0x000167EC	35	UI	Cargo Transfered. They are leaving.		
0x00016810	24	UI	%d units of %s received.		
0x00016829	25	UI	Our payment was rejected.		
0x00016843	20	UI	Transaction aborted.		
0x00016858	25	UI	Our payment was rejected.		
0x00016872	33	UI	Cargo Transfered. Access Granted.		
0x00016894	23	UI	Too close to disengage!		
0x000168AC	25	UI	Their ships are too fast!		
0x000168C6	20	UI	Breaking off combat.		
0x000168DB	31	UI	Repeat command to destroy ship.		
0x000168FB	24	UI	Self-destruct Initiated.		
0x00016914	25	UI	Prepare for base assault!		
0x0001692E	16	UI	Commence Attack!		
0x0001693F	25	UI	Cargo detected in debris.		
0x00016959	12	UI	Crew healed.		
0x00016966	29	UI	The is nothing I can do here.		
0x00016984	37	UI	Please find something for me to scan!		
0x000169C2	28	UI	The base is jamming my scan.		
0x000169DF	39	UI	The planet has no acceptable locations.		
0x00016A07	35	UI	The base is jamming our tele-trans.		
0x00016A2C	21	UI	Setting course for %s		
0x00016A42	21	UI	Autopilot Disengaged.		
0x00016A69	16	UI	Pursuit mode %s.		
0x00016A7A	17	UI	Leaving obit sir.		
0x00016A8C	29	UI	Orbital Trajectory locked in.		
0x00016AAA	21	UI	Pursuit mode enabled.		
0x00016AC0	22	UI	Evasion mode endabled.		
0x00016AD7	24	UI	Low speed mode endabled.		
0x00016AF0	25	UI	High speed mode endabled.		
0x00016B0A	23	UI	Manual control enabled.		
0x00016BE9	13	UI	Assault Rifle		
0x00016C0D	12	UI	Machine Gun?		
0x00016C72	13	UI	Assault Laser		
0x00016C96	13	UI	Electron Gun@		
0x00016CDB	18	UI	Sub-Atomic Blaster		
0x00016CFF	14	UI	Blue Quark Gun		
0x00016D23	10	UI	Smart Guna		
0x00016D43	16	UI	Grenade Launcher		
0x00016D67	16	UI	Plasma Generator		
0x00016DC7	17	UI	Mono-Mol Disk Gun		
0x00016DEB	13	UI	Defense Wave@		
0x00016E52	13	UI	Cygnus Cannon		
0x00016E76	12	UI	Chain Sword?		
0x00016E98	15	UI	Rocket Launcher		
0x00016EBC	10	UI	Death Ray=		
0x00016EDC	17	UI	Microtic Injector		
0x00016F00	14	UI	Tac Nuke Rifle		
0x00016F24	14	UI	Breach Missile		
0x00016FA6	17	UI	Thermite Launcher		
0x00016FCA	13	UI	Scroe Special		
0x00016FEE	13	UI	Battle Laserd		
0x00017011	13	UI	Sossee Dagger		
0x00017035	12	UI	Laser Sword?		
0x000171D5	15	UI	Personal Shield		
0x0001723A	15	UI	Admantine Chain		
0x0001725E	12	UI	Teflar Suit?		
0x000172BF	15	UI	Shielded reflec		
0x000172E3	16	UI	Dreadnaught Suit		
0x00017337	18	UI	Harmonic Resonator		
0x0001736E	13	UI	Silver Locket		
0x000173A3	18	UI	Algiebian Crystals		
0x000173C0	17	UI	Algiebian Quarter		
0x00017445	17	UI	Geal A'nai Amulet		
0x0001747C	17	UI	Presidents Amulet		
0x00017499	13	UI	Security Card		
0x000174B6	13	UI	Algiebian Tal		
0x000174EF	16	UI	Industrial Badge		
0x0001750C	16	UI	Sector Clearance		
0x0001755B	14	UI	Bag O Diamonds		
0x000175DC	16	UI	ComNav Sq 2345-8		
0x00017612	19	UI	Logic Circuit Alpha		
0x0001762F	18	UI	Logic Circuit Beta		
0x0001764C	16	UI	Microchip Viewer		
0x00017669	19	UI	Gravitic Compressor		
0x00017686	16	UI	Requisition Form		
0x000176A3	15	UI	Authorized Form		
0x000176C0	13	UI	Mini-Lab Pass		
0x000176F6	13	UI	Sonic Pincers		
0x00017756	15	UI	Algieban Invite		
0x00017773	13	UI	Talking Stick		
0x000177F1	15	UI	Queens Standard		
0x0001782A	15	UI	Attagi Com-Code		
0x00017862	15	UI	Choassqa Card 1		
0x0001787F	15	UI	Choassqa Card 2		
0x0001789C	15	UI	Choassqa Card 3		
0x000178B9	15	UI	Choassqa Card 4		
0x000178D6	15	UI	Choassqa Card 5		
0x0001790E	14	UI	Technicians ID		
0x00017994	14	UI	Mass Converter		
0x000179E4	14	UI	10 Credit Card		
0x00017A1D	16	UI	Shroud Admission		
0x00017A53	13	UI	Particle Pack		
0x00017A77	14	UI	Neutrino Cache		
0x00017A9B	11	UI	Power CellS		
0x00017AFE	14	UI	Heavy Magazine		
0x00017B22	14	UI	First Aid Pack		
0x00017B46	11	UI	Trauma Kitb		
0x00017B67	14	UI	Shroud of Kriq		
0x00017B8B	12	UI	Ulfas Cloth?		
0x00017BC2	13	UI	Sonrai Sticks		
0x00017BDF	17	UI	Gallery Admission		
0x00017C30	13	UI	Desolate Book		
0x00017C68	14	UI	Decorative Orb		
0x00017CD8	17	UI	*Technical Plans*		
0x00017CF5	17	UI	Fire Extinguisher		
0x00017D4A	15	UI	Flight Recorder		
0x00017D67	14	UI	Alien Medipack		
0x00017D83	14	UI	Mini Aid Packs		
0x00017DA7	11	UI	Alien Doll.		
0x00017E79	13	UI	Numistat deed		
0x00017E96	13	UI	Krupp Shields		
0x00017F5B	15	UI	The Last Stanza		
0x00017FAE	15	UI	Sphere of Themi		
0x00017FCB	14	UI	Golden Trident		
0x00017FE8	16	UI	Coral Instrument		
0x00018057	16	UI	Anti-Mat Grenade		
0x00018090	13	UI	Control Spike		
0x000180AD	16	UI	Control Crystals		
0x000180CA	15	UI	P.c. Strandware		
0x00018139	13	UI	Bronze Sphere		
0x00018156	15	UI	Invisible Idiot		
0x00018173	16	UI	Marathon Victory		
0x000181AB	15	UI	Virtual Reality		
0x000181E3	14	UI	Sphere o Rhyth		
0x00018200	13	UI	Sphere of Awa		
0x0001821D	13	UI	Silver Sphere		
0x00018283	13	UI	Tschi Tai Pin		
0x000182A0	16	UI	sphere of Harmon		
0x00018326	18	UI	Wierd Science Code		
0x0001838A	15	UI	Official Papers		
0x0001843A	15	UI	Cevitic Balance		
0x000184DB	14	UI	Don't build me		
0x00018792	18	UI	Can't load sconpan		
0x000187B9	6	UI	sp:%1d		
0x000187C6	6	UI	DA:%2d		
0x000187F3	7	UI	%s Game		
0x00018811	9	UI	Saving %s		
0x00018821	6	UI	%s.sav		
0x00018832	10	UI	Loading %s		
0x0001883D	6	UI	%s.sav		
0x000189D7	17	UI	Can't load font!!		
0x00018A9C	18	UI	Can't load sconpan		
0x00018AD8	18	UI	Can't load sconpan		
0x00018B3C	12	UI	William Dean		
0x00018B49	14	UI	Katya Mershova		
0x00018B58	16	UI	Nelson Ngatadatu		
0x00018B69	15	UI	Osai Tsakafuchi		
0x00018B79	12	UI	William Dean		
0x00018B86	14	UI	Katya Mershova		
0x00018B95	16	UI	Nelson Ngatadatu		
0x00018BA6	15	UI	Osai Tsakafuchi		
0x00018BE4	18	UI	Can't load planets		
0x00018BF7	26	UI	This planet is off limits.		
0x00018C12	24	UI	Leave this area at once!		
0x00018C2B	31	UI	Do not force us to destroy you.		
0x00018C4B	26	UI	Our powers are beyond you.		
0x00018C66	29	UI	You are not welcome among us.		
0x00018C84	20	UI	Die Earthling...Die.		
0x00018C99	19	UI	You are irrelevant.		
0x00018CC5	6	UI	dead%d		
0x00018CCC	7	UI	mine%-d		
0x00018CE4	11	UI	hostile%-1d		
0x00018CF0	8	UI	nice%-1d		
0x00018D04	29	UI	The alien base is hailing us.		
0x00018D22	28	UI	%d Units of cargo Requested.		
0x00018D3F	25	UI	%d Units of %s available.		
0x00018E39	6	UI	%s.bch		
0x00018E60	11	UI	hostile%-1d		
0x00018E6C	8	UI	nice%-1d		
0x00018E84	7	UI	no pics		
0x00018E8C	27	UI	%d Units of cargo demanded.		
0x00018EC5	31	UI	offer information for %d units.		
0x00018F03	21	UI	I am willing to trade		
0x00018F19	21	UI	away upto %d units %s		
0x00018F46	5	UI	Sp:%d		
0x00018F93	5	UI	Sz:%d		
0x0001903B	6	UI	ship%d		
0x00019062	16	UI	Can't load parts		
0x0001907A	16	UI	Can't load parts		
0x00019091	16	UI	Can't load parts		
0x000190A9	16	UI	Can't load parts		
0x000190CA	18	UI	Can't load planets		
0x0001911C	5	UI	SZ:%d		
0x00019122	5	UI	Ra:%d		
0x00019128	5	UI	SP:%d		
0x0001912E	5	UI	DA:%d		
0x0001914C	13	UI	Launching Pad		
0x00019164	13	UI	Crew Quarters		
0x00019172	12	UI	Research Lab		
0x0001917F	9	UI	Save Game		
0x00019189	9	UI	Load Game		
0x00019193	11	UI	Quit to Dos		
0x000191AF	18	UI	Can't load sconpan		
0x000191D1	20	UI	Commander Mason Polk		
0x000191E6	20	UI	Commander Mason Polk		
0x00019307	18	UI	Can't load sconpan		
0x00019321	18	UI	Can't load sconpan		
0x00019347	6	UI	moon%c		
0x0001934E	18	UI	Can't load sconpan		
0x00019364	36	UI	Thank you for playing Planet's Edge.		
0x000198A5	18	UI	Can't load sconpan		
0x000198B8	14	UI	Pick Character		
0x000198C7	14	UI	Pick Character		
0x00019951	13	UI	Hull: Size %d		
0x0001995F	11	UI	Mass: %d/%d		
0x0001996B	6	UI	ship%d		
0x00019992	16	UI	Can't load parts		
0x000199AA	16	UI	Can't load parts		
0x000199C1	16	UI	Can't load parts		
0x000199D9	16	UI	Can't load parts		
0x000199F1	18	UI	Can't load sconpan		
0x00019A32	17	UI	%d cargo removed.		
0x00019A4D	20	UI	Repeat to scrap ship		
0x00019A62	21	UI	Can't Scrap Only Ship		
0x00019A81	6	UI	ship%c		
0x00019A88	6	UI	ship%c		
0x00019A98	6	UI	ship%c		
0x00019ABD	12	UI	No %s mounts		
0x00019AD8	11	UI	No more %ss		
0x00019AF2	11	UI	No more %ss		
0x00019AFE	16	UI	Not enough room.		
0x00019B10	13	UI	Build Objects		
0x00019B24	12	UI	Take Objects		
0x00019B31	10	UI	Build Ship		
0x00019B6E	18	UI	Can't load sconpan		
0x00019C21	5	UI	% 2dK		
0x00019C31	6	UI	%s(%d)		
0x00019C3F	16	UI	Can't load parts		
0x00019C57	16	UI	Can't load parts		
0x00019C6E	16	UI	Can't load parts		
0x00019C86	16	UI	Can't load parts		
0x00019CA7	18	UI	Can't load sconpan		
0x00019CBA	11	UI	Build Ships		
0x00019CC6	11	UI	Build Items		
0x00019CD2	14	UI	Ship Yard Full		
0x00019CF1	18	UI	Can't load sconpan		
0x00019D07	12	UI	% 3d On Hand		
0x00019D14	11	UI	Build:% 3d.		
0x00019D20	6	UI	Tl: %d		
0x00019D27	8	UI	Hull: %d		
0x00019D30	11	UI	Shots: %d%c		
0x00019D4C	8	UI	%s: %d%c		
0x00019D55	8	UI	Appl: %d		
0x00019D5E	11	UI	Armor: %d%c		
0x00019E29	34	UI	Please insert diskette containing 		
0x00019E4E	9	UI	in drive 		
0x00019ED3	12	UI	Cannot find 		
0x00019F05	31	UI	Please enter new program spec: 		
0x0001ABFF	15	UI	run-time error 		
0x00014C61	6	DEBUG	spacet		
0x00014CC1	9	DEBUG	Commander		
0x00014CCB	6	DEBUG	Combat		
0x00014CD2	8	DEBUG	Engineer		
0x00014CDB	8	DEBUG	Sciences		
0x00014CE4	11	DEBUG	Astrogation		
0x00014D2C	10	DEBUG	Leadership		
0x00014D37	13	DEBUG	Communication		
0x00014D45	9	DEBUG	Diplomacy		
0x00014D67	9	DEBUG	Computers		
0x00014DA4	7	DEBUG	Surgery		
0x00014DAC	11	DEBUG	Xenobiology		
0x00014DB8	8	DEBUG	Organics		
0x00014DC1	12	DEBUG	Radioactives		
0x00014DCE	8	DEBUG	Crystals		
0x00014E9D	6	DEBUG	Nuthin		
0x00014FBD	7	DEBUG	Missile		
0x00014FC5	11	DEBUG	MirvMissile		
0x00014FD1	11	DEBUG	SuprMissile		
0x00014FDD	11	DEBUG	MegaMissile		
0x0001503B	6	DEBUG	Cannon		
0x00015085	10	DEBUG	chronology		
0x00015090	10	DEBUG	convention		
0x0001509E	9	DEBUG	consensus		
0x000150B9	7	DEBUG	mission		
0x000150C1	9	DEBUG	dissolved		
0x000150E1	6	DEBUG	screen		
0x000150EF	6	DEBUG	return		
0x000150FC	8	DEBUG	moonbase		
0x00015124	8	DEBUG	supplies		
0x00015135	6	DEBUG	device		
0x0001513C	9	DEBUG	available		
0x00015149	6	DEBUG	pistol		
0x00015150	9	DEBUG	available		
0x00015160	9	DEBUG	available		
0x0001516D	7	DEBUG	assault		
0x00015175	6	DEBUG	muzzle		
0x0001517F	7	DEBUG	kinetic		
0x0001519C	8	DEBUG	powerful		
0x000151B3	10	DEBUG	difficulty		
0x000151C1	6	DEBUG	please		
0x000151D2	10	DEBUG	decisively		
0x000151E0	12	DEBUG	intelligence		
0x000151ED	8	DEBUG	cultures		
0x00015207	6	DEBUG	sector		
0x0001520E	6	DEBUG	ipremi		
0x00015473	35	DEBUG	FLRRLRLRLTFFRLRLTTTTFRLTTTTTFFFFLR,		
0x0001565B	9	DEBUG	OOO@@PP`L		
0x00015670	36	DEBUG	e``ffVVlnnppopjLLdd``ippff<<o__oooo8		
0x00015ABE	7	DEBUG	lconpan		
0x00015CE7	8	DEBUG	Merchant		
0x00015DCB	7	DEBUG	Ulysses		
0x00015DD3	7	DEBUG	Calypso		
0x00015DDB	8	DEBUG	Sheroshu		
0x00015DE4	7	DEBUG	Kerouac		
0x00015DEC	9	DEBUG	Harbinger		
0x00015DF6	7	DEBUG	Tempest		
0x00015E0C	8	DEBUG	Enforcer		
0x00015E28	7	DEBUG	Frigate		
0x00015E30	11	DEBUG	Dreadnaught		
0x00015E5A	6	DEBUG	Locust		
0x0001651F	9	DEBUG	Disengage		
0x00016529	6	DEBUG	Attack		
0x00016559	13	DEBUG	Self-Destruct		
0x00016586	6	DEBUG	Pursue		
0x000165D3	11	DEBUG	Communicate		
0x00016A58	7	DEBUG	Enabled		
0x00016A60	8	DEBUG	Disabled		
0x00016D8B	7	DEBUG	Seeker^		
0x000171F9	11	DEBUG	Modu-armor>		
0x0001876E	6	DEBUG	chairs		
0x00018775	6	DEBUG	nelson		
0x0001878A	7	DEBUG	sconpan		
0x000187FB	7	DEBUG	-=NEW=-		
0x00018857	6	DEBUG	tanpal		
0x00018A07	10	DEBUG	roland.drv		
0x00018A12	9	DEBUG	adlib.drv		
0x00018A1C	9	DEBUG	tandy.drv		
0x00018A26	7	DEBUG	ibm.drv		
0x00018A47	10	DEBUG	flyfight.m		
0x00018A52	6	DEBUG	land.m		
0x00018A73	6	DEBUG	people		
0x00018A93	8	DEBUG	transpor		
0x00018AAF	6	DEBUG	people		
0x00018ACF	8	DEBUG	transpor		
0x00018AEB	7	DEBUG	sstatus		
0x00018AF3	8	DEBUG	systemdb		
0x00018AFC	8	DEBUG	planetdb		
0x00018B05	8	DEBUG	systemdb		
0x00018B0E	8	DEBUG	planetdb		
0x00018B17	8	DEBUG	systemdb		
0x00018B20	8	DEBUG	planetdb		
0x00018B29	7	DEBUG	sstatus		
0x00018BB6	7	DEBUG	generic		
0x00018BDC	7	DEBUG	planets		
0x00018CBC	8	DEBUG	moonbase		
0x0001905B	6	DEBUG	parts3		
0x00019073	6	DEBUG	parts4		
0x000190A2	6	DEBUG	parts2		
0x000190BA	7	DEBUG	generic		
0x000190C2	7	DEBUG	planets		
0x00019142	9	DEBUG	Shipyards		
0x0001915A	9	DEBUG	Warehouse		
0x0001919F	9	DEBUG	Astronaut		
0x0001920D	9	DEBUG	Hmmmm....		
0x000192FE	8	DEBUG	research		
0x0001931A	6	DEBUG	device		
0x00019334	7	DEBUG	generic		
0x0001933D	9	DEBUG	nentiam.m		
0x00019874	7	DEBUG	smith.m		
0x0001987C	7	DEBUG	clonbot		
0x0001989D	7	DEBUG	cloning		
0x000198D6	6	DEBUG	walk31		
0x000198DD	6	DEBUG	walk32		
0x000198E4	6	DEBUG	walk33		
0x000198EB	6	DEBUG	walk34		
0x000198F2	6	DEBUG	walk21		
0x000198F9	6	DEBUG	walk22		
0x00019900	6	DEBUG	walk23		
0x00019907	6	DEBUG	walk24		
0x0001990E	6	DEBUG	walk34		
0x00019915	6	DEBUG	walk24		
0x0001998B	6	DEBUG	parts3		
0x000199A3	6	DEBUG	parts4		
0x000199D2	6	DEBUG	parts2		
0x000199EA	6	DEBUG	launch		
0x00019A07	8	DEBUG	Shipyard		
0x00019A10	8	DEBUG	yardpart		
0x00019A78	8	DEBUG	shiptemp		
0x00019A8F	8	DEBUG	shiptemp		
0x00019A9F	8	DEBUG	shiptemp		
0x00019AAB	6	DEBUG	turret		
0x00019ACA	6	DEBUG	weapon		
0x00019AD1	6	DEBUG	engine		
0x00019AE4	6	DEBUG	weapon		
0x00019AEB	6	DEBUG	engine		
0x00019B3C	7	DEBUG	objects		
0x00019B44	8	DEBUG	chemtube		
0x00019B66	7	DEBUG	machine		
0x00019B81	6	DEBUG	shop.m		
0x00019C27	9	DEBUG	nentiam.m		
0x00019C38	6	DEBUG	parts3		
0x00019C50	6	DEBUG	parts4		
0x00019C7F	6	DEBUG	parts2		
0x00019C97	7	DEBUG	objects		
0x00019C9F	7	DEBUG	machine		
0x00019CE1	7	DEBUG	objects		
0x00019CE9	7	DEBUG	machine		
0x00019D3C	7	DEBUG	Reloads		
0x00019D44	7	DEBUG	Charges		
0x0001AB84	9	DEBUG	C<<NMSG>>		
0x00007276	6	NOISE	`$`D`d		
0x000072B6	6	NOISE	`)`I`i		
0x000072F6	6	NOISE	`.`N`n		
0x00007336	6	NOISE	`3`S`s		
0x00007376	6	NOISE	`8`X`x		
0x000073B6	6	NOISE	`=`]`}		
0x0000FCA1	6	NOISE	`$`D`d		
0x0000FCE1	6	NOISE	`)`I`i		
0x0000FD21	6	NOISE	`.`N`n		
0x0000FD61	6	NOISE	`3`S`s		
0x0000FDA1	6	NOISE	`8`X`x		
0x0000FDE1	6	NOISE	`=`]`}		
0x00013336	21	NOISE	   $$$(((---222888???		
0x000133D9	74	NOISE	'?--?1-?6-?:-??-??-:?-6?-1?--?1-?6-?:-??-:?-6?-1?--?--?1-?6-?:-??-:?-6?-1?		
0x00014B8F	8	NOISE	land.exe		
0x00014FE9	5	NOISE	Laser		
0x000150D3	5	NOISE	specs		
0x0001510D	5	NOISE	while		
0x0001511B	5	NOISE	speed		
0x00015187	5	NOISE	banks		
0x000151AD	5	NOISE	alien		
0x000151F9	5	NOISE	range		
0x00015469	5	NOISE	FFFFF		
0x00015616	5	NOISE	FRBL*		
0x00015669	5	NOISE	jffff		
0x0001573B	5	NOISE	<<##<		
0x000159F0	6	NOISE	GIFNOC		
0x000159F7	5	NOISE	SRAHC		
0x000159FD	5	NOISE	SRAHC		
0x00015E22	5	NOISE	DD(G)		
0x00015E54	5	NOISE	DD(G)		
0x0001658D	5	NOISE	Evade		
0x000187C0	5	NOISE	DA:--		
0x00018803	5	NOISE	*.sav		
0x00018828	6	NOISE	map.cc		
0x00018844	6	NOISE	map.cc		
0x00018866	5	NOISE	chain		
0x000188EF	6	NOISE	GIFNOC		
0x00018930	64	NOISE	1234567890123456123456789012345612345678901234561234567890123456		
0x00018971	5	NOISE	chain		
0x00018977	5	NOISE	chain		
0x0001897D	6	NOISE	pe.exe		
0x00018984	5	NOISE	chain		
0x0001898A	5	NOISE	chain		
0x00018990	8	NOISE	land.exe		
0x00018999	5	NOISE	chain		
0x0001899F	5	NOISE	chain		
0x000189A5	9	NOISE	space.exe		
0x00018A5E	5	NOISE	pe.cc		
0x00018DBA	5	NOISE	PRIME		
0x00018DC5	5	NOISE	THREE		
0x00018DDA	5	NOISE	SEVEN		
0x00018DE0	5	NOISE	EIGHT		
0x00018FDD	6	NOISE	[>3Mk)		
0x0001908B	5	NOISE	parts		
0x00019134	5	NOISE	DA:--		
0x000191A9	5	NOISE	mason		
0x000191FE	5	NOISE	final		
0x00019204	5	NOISE	first		
0x000199BB	5	NOISE	parts		
0x00019AB2	5	NOISE	right		
0x00019B1E	5	NOISE	Cargo		
0x00019C68	5	NOISE	parts		
0x00019F57	5	NOISE	PATH=		
0x00019F5D	7	NOISE	CVDEBUG		
0x0001A015	6	NOISE	``````		
0x0001A03E	7	NOISE	COMSPEC		
0x0001A1C7	9	NOISE	space.exe		
0x0001B79A	5	NOISE	E\\E.E		
